_NAME_,_LABEL_,COL1
Rx_NE_LTI_ESRD_NOD_x_M75_79,"Rx_NE_LTI_ESRD_NOD_x_M75_79 -- Male, age 75 - 79, concurrently ESRD, not originally disabled",2.316
Rx_NE_LTI_ESRD_NOD_x_M80_84,"Rx_NE_LTI_ESRD_NOD_x_M80_84 -- Male, age 80 - 84, concurrently ESRD, not originally disabled",2.316
Rx_NE_LTI_ESRD_NOD_x_M85_89,"Rx_NE_LTI_ESRD_NOD_x_M85_89 -- Male, age 85 - 89, concurrently ESRD, not originally disabled",2.316
Rx_NE_LTI_ESRD_NOD_x_M90_94,"Rx_NE_LTI_ESRD_NOD_x_M90_94 -- Male, age 90 - 94, concurrently ESRD, not originally disabled",2.316
Rx_NE_LTI_ESRD_NOD_x_M95_GT,"Rx_NE_LTI_ESRD_NOD_x_M95_GT -- Male, age 95 -, concurrently ESRD, not originally disabled",2.316
Rx_NE_LTI_NESRD_OD_x_F65,"Rx_NE_LTI_NESRD_OD_x_F65 -- Female, age 65, not concurrently ESRD, originally disabled",2.651
Rx_NE_LTI_NESRD_OD_x_F66,"Rx_NE_LTI_NESRD_OD_x_F66 -- Female, age 66, not concurrently ESRD, originally disabled",2.651
Rx_NE_LTI_NESRD_OD_x_F67,"Rx_NE_LTI_NESRD_OD_x_F67 -- Female, age 67, not concurrently ESRD, originally disabled",1.929
Rx_NE_LTI_NESRD_OD_x_F68,"Rx_NE_LTI_NESRD_OD_x_F68 -- Female, age 68, not concurrently ESRD, originally disabled",1.929
Rx_NE_LTI_NESRD_OD_x_F69,"Rx_NE_LTI_NESRD_OD_x_F69 -- Female, age 69, not concurrently ESRD, originally disabled",1.451
Rx_NE_LTI_NESRD_OD_x_F70_74,"Rx_NE_LTI_NESRD_OD_x_F70_74 -- Female, age 70 - 74, not concurrently ESRD, originally disabled",1.451
Rx_NE_LTI_NESRD_OD_x_F75_79,"Rx_NE_LTI_NESRD_OD_x_F75_79 -- Female, age 75 - 79, not concurrently ESRD, originally disabled",1.451
Rx_NE_LTI_NESRD_OD_x_F80_84,"Rx_NE_LTI_NESRD_OD_x_F80_84 -- Female, age 80 - 84, not concurrently ESRD, originally disabled",0.925
Rx_NE_LTI_NESRD_OD_x_F85_89,"Rx_NE_LTI_NESRD_OD_x_F85_89 -- Female, age 85 - 89, not concurrently ESRD, originally disabled",0.925
Rx_NE_LTI_NESRD_OD_x_F90_94,"Rx_NE_LTI_NESRD_OD_x_F90_94 -- Female, age 90 - 94, not concurrently ESRD, originally disabled",0.491
Rx_NE_LTI_NESRD_OD_x_F95_GT,"Rx_NE_LTI_NESRD_OD_x_F95_GT -- Female, age 95 -, not concurrently ESRD, originally disabled",0.491
Rx_NE_LTI_NESRD_OD_x_M65,"Rx_NE_LTI_NESRD_OD_x_M65 -- Male, age 65, not concurrently ESRD, originally disabled",2.052
Rx_NE_LTI_NESRD_OD_x_M66,"Rx_NE_LTI_NESRD_OD_x_M66 -- Male, age 66, not concurrently ESRD, originally disabled",2.052
Rx_NE_LTI_NESRD_OD_x_M67,"Rx_NE_LTI_NESRD_OD_x_M67 -- Male, age 67, not concurrently ESRD, originally disabled",1.759
Rx_NE_LTI_NESRD_OD_x_M68,"Rx_NE_LTI_NESRD_OD_x_M68 -- Male, age 68, not concurrently ESRD, originally disabled",1.759
Rx_NE_LTI_NESRD_OD_x_M69,"Rx_NE_LTI_NESRD_OD_x_M69 -- Male, age 69, not concurrently ESRD, originally disabled",1.547
Rx_NE_LTI_NESRD_OD_x_M70_74,"Rx_NE_LTI_NESRD_OD_x_M70_74 -- Male, age 70 - 74, not concurrently ESRD, originally disabled",1.547
Rx_NE_LTI_NESRD_OD_x_M75_79,"Rx_NE_LTI_NESRD_OD_x_M75_79 -- Male, age 75 - 79, not concurrently ESRD, originally disabled",1.155
Rx_NE_LTI_NESRD_OD_x_M80_84,"Rx_NE_LTI_NESRD_OD_x_M80_84 -- Male, age 80 - 84, not concurrently ESRD, originally disabled",1.155
Rx_NE_LTI_NESRD_OD_x_M85_89,"Rx_NE_LTI_NESRD_OD_x_M85_89 -- Male, age 85 - 89, not concurrently ESRD, originally disabled",1.155
Rx_NE_LTI_NESRD_OD_x_M90_94,"Rx_NE_LTI_NESRD_OD_x_M90_94 -- Male, age 90 - 94, not concurrently ESRD, originally disabled",0.752
Rx_NE_LTI_NESRD_OD_x_M95_GT,"Rx_NE_LTI_NESRD_OD_x_M95_GT -- Male, age 95 -, not concurrently ESRD, originally disabled",0.399
Rx_NE_LTI_ESRD_OD_x_F65,"Rx_NE_LTI_ESRD_OD_x_F65 -- Female, age 65, concurrently ESRD, originally disabled",2.481
Rx_NE_LTI_ESRD_OD_x_F66,"Rx_NE_LTI_ESRD_OD_x_F66 -- Female, age 66, concurrently ESRD, originally disabled",2.481
Rx_NE_LTI_ESRD_OD_x_F67,"Rx_NE_LTI_ESRD_OD_x_F67 -- Female, age 67, concurrently ESRD, originally disabled",2.481
Rx_NE_LTI_ESRD_OD_x_F68,"Rx_NE_LTI_ESRD_OD_x_F68 -- Female, age 68, concurrently ESRD, originally disabled",2.481
Rx_NE_LTI_ESRD_OD_x_F69,"Rx_NE_LTI_ESRD_OD_x_F69 -- Female, age 69, concurrently ESRD, originally disabled",2.481
Rx_NE_LTI_ESRD_OD_x_F70_74,"Rx_NE_LTI_ESRD_OD_x_F70_74 -- Female, age 70 - 74, concurrently ESRD, originally disabled",2.481
Rx_NE_LTI_ESRD_OD_x_F75_79,"Rx_NE_LTI_ESRD_OD_x_F75_79 -- Female, age 75 - 79, concurrently ESRD, originally disabled",2.481
Rx_NE_LTI_ESRD_OD_x_F80_84,"Rx_NE_LTI_ESRD_OD_x_F80_84 -- Female, age 80 - 84, concurrently ESRD, originally disabled",2.481
Rx_NE_LTI_ESRD_OD_x_F85_89,"Rx_NE_LTI_ESRD_OD_x_F85_89 -- Female, age 85 - 89, concurrently ESRD, originally disabled",2.481
Rx_NE_LTI_ESRD_OD_x_F90_94,"Rx_NE_LTI_ESRD_OD_x_F90_94 -- Female, age 90 - 94, concurrently ESRD, originally disabled",2.481
Rx_NE_LTI_ESRD_OD_x_F95_GT,"Rx_NE_LTI_ESRD_OD_x_F95_GT -- Female, age 95 -, concurrently ESRD, originally disabled",2.481
Rx_NE_LTI_ESRD_OD_x_M65,"Rx_NE_LTI_ESRD_OD_x_M65 -- Male, age 65, concurrently ESRD, originally disabled",2.316
Rx_NE_LTI_ESRD_OD_x_M66,"Rx_NE_LTI_ESRD_OD_x_M66 -- Male, age 66, concurrently ESRD, originally disabled",2.316
Rx_NE_LTI_ESRD_OD_x_M67,"Rx_NE_LTI_ESRD_OD_x_M67 -- Male, age 67, concurrently ESRD, originally disabled",2.316
Rx_NE_LTI_ESRD_OD_x_M68,"Rx_NE_LTI_ESRD_OD_x_M68 -- Male, age 68, concurrently ESRD, originally disabled",2.316
Rx_NE_LTI_ESRD_OD_x_M69,"Rx_NE_LTI_ESRD_OD_x_M69 -- Male, age 69, concurrently ESRD, originally disabled",2.316
Rx_NE_LTI_ESRD_OD_x_M70_74,"Rx_NE_LTI_ESRD_OD_x_M70_74 -- Male, age 70 - 74, concurrently ESRD, originally disabled",2.316
Rx_NE_LTI_ESRD_OD_x_M75_79,"Rx_NE_LTI_ESRD_OD_x_M75_79 -- Male, age 75 - 79, concurrently ESRD, originally disabled",2.316
Rx_NE_LTI_ESRD_OD_x_M80_84,"Rx_NE_LTI_ESRD_OD_x_M80_84 -- Male, age 80 - 84, concurrently ESRD, originally disabled",2.316
Rx_NE_LTI_ESRD_OD_x_M85_89,"Rx_NE_LTI_ESRD_OD_x_M85_89 -- Male, age 85 - 89, concurrently ESRD, originally disabled",2.316
Rx_NE_LTI_ESRD_OD_x_M90_94,"Rx_NE_LTI_ESRD_OD_x_M90_94 -- Male, age 90 - 94, concurrently ESRD, originally disabled",2.316
Rx_NE_LTI_ESRD_OD_x_M95_GT,"Rx_NE_LTI_ESRD_OD_x_M95_GT -- Male, age 95 -, concurrently ESRD, originally disabled",2.316
