_NAME_,_LABEL_,COL1
Rx_CE_LTI_RXHCC55,Rx_CE_LTI_RXHCC55 -- Acute or Unspecified Viral Hepatitis C,0.536
Rx_CE_LTI_RXHCC56,Rx_CE_LTI_RXHCC56 -- Chronic Viral Hepatitis B and Other Specified Chronic Viral Hepatitis,0.641
Rx_CE_LTI_RXHCC59,Rx_CE_LTI_RXHCC59 -- Primary Biliary Cirrhosis,1.53
Rx_CE_LTI_RXHCC65,Rx_CE_LTI_RXHCC65 -- Chronic Pancreatitis,0.644
Rx_CE_LTI_RXHCC66,"Rx_CE_LTI_RXHCC66 -- Pancreatic Disorders and Intestinal Malabsorption, Except Pancreatitis",0.395
Rx_CE_LTI_RXHCC67,Rx_CE_LTI_RXHCC67 -- Inflammatory Bowel Disease,0.39
Rx_CE_LTI_RXHCC80,Rx_CE_LTI_RXHCC80 -- Aseptic Necrosis of Bone,0
Rx_CE_LTI_RXHCC81,Rx_CE_LTI_RXHCC81 -- Psoriatic Arthropathy,3.418
Rx_CE_LTI_RXHCC82,Rx_CE_LTI_RXHCC82 -- Systemic Sclerosis,0.5
Rx_CE_LTI_RXHCC83,Rx_CE_LTI_RXHCC83 -- Rheumatoid Arthritis and Other Inflammatory Polyarthropathy,0.5
Rx_CE_LTI_RXHCC84,Rx_CE_LTI_RXHCC84 -- Systemic Lupus Erythematosus and Other Systemic Connective Tissue Disorders,0.128
Rx_CE_LTI_RXHCC87,"Rx_CE_LTI_RXHCC87 -- Osteoporosis, Vertebral and Pathological Fractures",0.037
Rx_CE_LTI_RXHCC95,Rx_CE_LTI_RXHCC95 -- Sickle Cell Anemia,0
Rx_CE_LTI_RXHCC96,"Rx_CE_LTI_RXHCC96 -- Acquired Hemolytic, Aplastic, and Sideroblastic Anemias",0.192
Rx_CE_LTI_RXHCC98,Rx_CE_LTI_RXHCC98 -- Hereditary Angioedema and Other Defects in the Complement System,2.96
Rx_CE_LTI_RXHCC99,Rx_CE_LTI_RXHCC99 -- Immune Disorders,0.364
Rx_CE_LTI_RXHCC100,Rx_CE_LTI_RXHCC100 -- Immune Thrombocytopenic Purpura,1.707
Rx_CE_LTI_RXHCC111,Rx_CE_LTI_RXHCC111 -- Alzheimer's Disease,0
Rx_CE_LTI_RXHCC112,"Rx_CE_LTI_RXHCC112 -- Dementia, Except Alzheimer's Disease",0
Rx_CE_LTI_RXHCC130,Rx_CE_LTI_RXHCC130 -- Schizophrenia and Other Psychosis,0.511
Rx_CE_LTI_RXHCC131,Rx_CE_LTI_RXHCC131 -- Bipolar Disorders,0.435
Rx_CE_LTI_RXHCC132,Rx_CE_LTI_RXHCC132 -- Depression,0.114
Rx_CE_LTI_RXHCC133,Rx_CE_LTI_RXHCC133 -- Anxiety and Other Psychiatric Disorders,0
Rx_CE_LTI_RXHCC146,Rx_CE_LTI_RXHCC146 -- Profound or Severe Intellectual Disability/Developmental Disorder,0
Rx_CE_LTI_RXHCC147,Rx_CE_LTI_RXHCC147 -- Moderate Intellectual Disability/Developmental Disorder,0
Rx_CE_LTI_RXHCC148,Rx_CE_LTI_RXHCC148 -- Mild or Unspecified Intellectual Disability/Developmental Disorder,0
Rx_CE_LTI_RXHCC153,Rx_CE_LTI_RXHCC153 -- Myasthenia Gravis and Other Myoneural Disorders,0.423
Rx_CE_LTI_RXHCC154,Rx_CE_LTI_RXHCC154 -- Amyotrophic Lateral Sclerosis and Other Motor Neuron Disease,1.002
Rx_CE_LTI_RXHCC155,Rx_CE_LTI_RXHCC155 -- Spinal Cord Disorders,0.111
Rx_CE_LTI_RXHCC157,Rx_CE_LTI_RXHCC157 -- Chronic Inflammatory Demyelinating Polyneuritis ,0.729
Rx_CE_LTI_RXHCC158,Rx_CE_LTI_RXHCC158 -- Inflammatory and Toxic Neuropathy,0.139
Rx_CE_LTI_RXHCC159,Rx_CE_LTI_RXHCC159 -- Multiple Sclerosis,1.85
Rx_CE_LTI_RXHCC160,Rx_CE_LTI_RXHCC160 -- Huntington Disease,4.749
Rx_CE_LTI_RXHCC161,Rx_CE_LTI_RXHCC161 -- Parkinson Disease,0.911
Rx_CE_LTI_RXHCC163,Rx_CE_LTI_RXHCC163 -- Intractable Epilepsy,0.013
Rx_CE_LTI_RXHCC164,"Rx_CE_LTI_RXHCC164 -- Epilepsy and Other Seizure Disorders, Except Intractable Epilepsy",0
Rx_CE_LTI_RXHCC166,Rx_CE_LTI_RXHCC166 -- Migraine Headaches,0.454
Rx_CE_LTI_RXHCC168,Rx_CE_LTI_RXHCC168 -- Trigeminal and Postherpetic Neuralgia,0.22
Rx_CE_LTI_RXHCC183,Rx_CE_LTI_RXHCC183 -- Pulmonary Arterial Hypertension,0.54
Rx_CE_LTI_RXHCC184,"Rx_CE_LTI_RXHCC184 -- Pulmonary Hypertension, Except Arterial, and Other Pulmonary Heart Disease",0.196
Rx_CE_LTI_RXHCC186,Rx_CE_LTI_RXHCC186 -- Heart Failure,0.146
Rx_CE_LTI_RXHCC187,Rx_CE_LTI_RXHCC187 -- Hypertension,0.016
Rx_CE_LTI_RXHCC188,Rx_CE_LTI_RXHCC188 -- Coronary Artery Disease,0
Rx_CE_LTI_RXHCC191,Rx_CE_LTI_RXHCC191 -- Ventricular Septal Defect and Major Congenital Heart Disorders,0.345
Rx_CE_LTI_RXHCC193,Rx_CE_LTI_RXHCC193 -- Atrial Arrhythmias,0.175
Rx_CE_LTI_RXHCC207,Rx_CE_LTI_RXHCC207 -- Spastic Hemiplegia,0
Rx_CE_LTI_RXHCC215,Rx_CE_LTI_RXHCC215 -- Venous Thromboembolism,0.146
Rx_CE_LTI_RXHCC225,Rx_CE_LTI_RXHCC225 -- Cystic Fibrosis,6.12
Rx_CE_LTI_RXHCC226,Rx_CE_LTI_RXHCC226 -- Idiopathic Pulmonary Fibrosis and Systemic Sclerosis with Lung Involvement,1.117
Rx_CE_LTI_RXHCC227,"Rx_CE_LTI_RXHCC227 -- Pulmonary Fibrosis, Except Idiopathic",0.405
Rx_CE_LTI_RXHCC228,Rx_CE_LTI_RXHCC228 -- Severe Persistent Asthma,1.303
Rx_CE_LTI_RXHCC229,"Rx_CE_LTI_RXHCC229 -- Chronic Obstructive Pulmonary Disease, Bronchiectasis, and Other Asthma",0.405
Rx_CE_LTI_RXHCC243,"Rx_CE_LTI_RXHCC243 -- Glaucoma, Open-Angle or Moderate/Severe Stage",0.34
Rx_CE_LTI_RXHCC244,Rx_CE_LTI_RXHCC244 -- Other Non-Acute Glaucoma,0.074
Rx_CE_LTI_RXHCC260,Rx_CE_LTI_RXHCC260 -- Kidney Transplant Status,0.056
Rx_CE_LTI_RXHCC261,"Rx_CE_LTI_RXHCC261 -- Dialysis Status, Including End Stage Renal Disease",0
Rx_CE_LTI_RXHCC262,Rx_CE_LTI_RXHCC262 -- Chronic Kidney Disease Stage 5,0
Rx_CE_LTI_RXHCC263,Rx_CE_LTI_RXHCC263 -- Chronic Kidney Disease Stage 4,0
Rx_CE_LTI_RXHCC311,"Rx_CE_LTI_RXHCC311 -- Chronic Ulcer of Skin, Except Pressure",0.076
Rx_CE_LTI_RXHCC314,"Rx_CE_LTI_RXHCC314 -- Pemphigus, Pemphigoid, and Other Bullous Skin Disorders",0.243
Rx_CE_LTI_RXHCC316,"Rx_CE_LTI_RXHCC316 -- Psoriasis, Except with Arthropathy",1.17
Rx_CE_LTI_RXHCC317,Rx_CE_LTI_RXHCC317 -- Discoid Lupus Erythematosus,0
Rx_CE_LTI_RXHCC355,Rx_CE_LTI_RXHCC355 -- Narcolepsy and Cataplexy,0.932
Rx_CE_LTI_RXHCC395,"Rx_CE_LTI_RXHCC395 -- Stem Cell, Including Bone Marrow, Transplant Status/Complications",3.189
Rx_CE_LTI_RXHCC396,"Rx_CE_LTI_RXHCC396 -- Heart, Lung, Liver, Intestine, or Pancreas Transplant Status",0.056
Rx_CE_LTI_NonAged_RXHCC1,Rx_CE_LTI_NonAged_RXHCC1 -- NonAged * HIV/AIDS,1.491
Rx_CE_LTI_NonAged_RXHCC130,Rx_CE_LTI_NonAged_RXHCC130 -- NonAged * Schizophrenia and Other Psychosis,1.054
Rx_CE_LTI_NonAged_RXHCC131,Rx_CE_LTI_NonAged_RXHCC131 -- NonAged * Bipolar Disorders,0.705
Rx_CE_LTI_NonAged_RXHCC132,Rx_CE_LTI_NonAged_RXHCC132 -- NonAged * Depression,0.354
Rx_CE_LTI_NonAged_RXHCC133,Rx_CE_LTI_NonAged_RXHCC133 -- NonAged * Anxiety and Other Psychiatric Disorders,0.126
Rx_CE_LTI_NonAged_RXHCC159,Rx_CE_LTI_NonAged_RXHCC159 -- NonAged * Multiple Sclerosis,2.386
Rx_CE_LTI_NonAged_RXHCC163,Rx_CE_LTI_NonAged_RXHCC163 -- NonAged * Intractable Epilepsy,0.348
Rx_NE_NoLo_NESRD_NOD_x_F0_34,"Rx_NE_NoLo_NESRD_NOD_x_F0_34 -- Female, age 0 - 34, not concurrently ESRD, not originally disabled",1.693
Rx_NE_NoLo_NESRD_NOD_x_F35_44,"Rx_NE_NoLo_NESRD_NOD_x_F35_44 -- Female, age 35 - 44, not concurrently ESRD, not originally disabled",1.693
Rx_NE_NoLo_NESRD_NOD_x_F45_54,"Rx_NE_NoLo_NESRD_NOD_x_F45_54 -- Female, age 45 - 54, not concurrently ESRD, not originally disabled",1.306
Rx_NE_NoLo_NESRD_NOD_x_F55_59,"Rx_NE_NoLo_NESRD_NOD_x_F55_59 -- Female, age 55 - 59, not concurrently ESRD, not originally disabled",1.306
Rx_NE_NoLo_NESRD_NOD_x_F60_64,"Rx_NE_NoLo_NESRD_NOD_x_F60_64 -- Female, age 60 - 64, not concurrently ESRD, not originally disabled",1.306
Rx_NE_NoLo_NESRD_NOD_x_F65,"Rx_NE_NoLo_NESRD_NOD_x_F65 -- Female, age 65, not concurrently ESRD, not originally disabled",0.388
Rx_NE_NoLo_NESRD_NOD_x_F66,"Rx_NE_NoLo_NESRD_NOD_x_F66 -- Female, age 66, not concurrently ESRD, not originally disabled",0.414
Rx_NE_NoLo_NESRD_NOD_x_F67,"Rx_NE_NoLo_NESRD_NOD_x_F67 -- Female, age 67, not concurrently ESRD, not originally disabled",0.414
Rx_NE_NoLo_NESRD_NOD_x_F68,"Rx_NE_NoLo_NESRD_NOD_x_F68 -- Female, age 68, not concurrently ESRD, not originally disabled",0.458
Rx_NE_NoLo_NESRD_NOD_x_F69,"Rx_NE_NoLo_NESRD_NOD_x_F69 -- Female, age 69, not concurrently ESRD, not originally disabled",0.458
Rx_NE_NoLo_NESRD_NOD_x_F70_74,"Rx_NE_NoLo_NESRD_NOD_x_F70_74 -- Female, age 70 - 74, not concurrently ESRD, not originally disabled",0.483
Rx_NE_NoLo_NESRD_NOD_x_F75_79,"Rx_NE_NoLo_NESRD_NOD_x_F75_79 -- Female, age 75 - 79, not concurrently ESRD, not originally disabled",0.515
Rx_NE_NoLo_NESRD_NOD_x_F80_84,"Rx_NE_NoLo_NESRD_NOD_x_F80_84 -- Female, age 80 - 84, not concurrently ESRD, not originally disabled",0.547
Rx_NE_NoLo_NESRD_NOD_x_F85_89,"Rx_NE_NoLo_NESRD_NOD_x_F85_89 -- Female, age 85 - 89, not concurrently ESRD, not originally disabled",0.42
Rx_NE_NoLo_NESRD_NOD_x_F90_94,"Rx_NE_NoLo_NESRD_NOD_x_F90_94 -- Female, age 90 - 94, not concurrently ESRD, not originally disabled",0.249
Rx_NE_NoLo_NESRD_NOD_x_F95_GT,"Rx_NE_NoLo_NESRD_NOD_x_F95_GT -- Female, age 95 -, not concurrently ESRD, not originally disabled",0.249
Rx_NE_NoLo_NESRD_NOD_x_M0_34,"Rx_NE_NoLo_NESRD_NOD_x_M0_34 -- Male, age 0 - 34, not concurrently ESRD, not originally disabled",1.069
Rx_NE_NoLo_NESRD_NOD_x_M35_44,"Rx_NE_NoLo_NESRD_NOD_x_M35_44 -- Male, age 35 - 44, not concurrently ESRD, not originally disabled",1.069
Rx_NE_NoLo_NESRD_NOD_x_M45_54,"Rx_NE_NoLo_NESRD_NOD_x_M45_54 -- Male, age 45 - 54, not concurrently ESRD, not originally disabled",1.251
Rx_NE_NoLo_NESRD_NOD_x_M55_59,"Rx_NE_NoLo_NESRD_NOD_x_M55_59 -- Male, age 55 - 59, not concurrently ESRD, not originally disabled",1.251
Rx_NE_NoLo_NESRD_NOD_x_M60_64,"Rx_NE_NoLo_NESRD_NOD_x_M60_64 -- Male, age 60 - 64, not concurrently ESRD, not originally disabled",1.251
Rx_NE_NoLo_NESRD_NOD_x_M65,"Rx_NE_NoLo_NESRD_NOD_x_M65 -- Male, age 65, not concurrently ESRD, not originally disabled",0.478
Rx_NE_NoLo_NESRD_NOD_x_M66,"Rx_NE_NoLo_NESRD_NOD_x_M66 -- Male, age 66, not concurrently ESRD, not originally disabled",0.507
Rx_NE_NoLo_NESRD_NOD_x_M67,"Rx_NE_NoLo_NESRD_NOD_x_M67 -- Male, age 67, not concurrently ESRD, not originally disabled",0.527
Rx_NE_NoLo_NESRD_NOD_x_M68,"Rx_NE_NoLo_NESRD_NOD_x_M68 -- Male, age 68, not concurrently ESRD, not originally disabled",0.541
Rx_NE_NoLo_NESRD_NOD_x_M69,"Rx_NE_NoLo_NESRD_NOD_x_M69 -- Male, age 69, not concurrently ESRD, not originally disabled",0.594
Rx_NE_NoLo_NESRD_NOD_x_M70_74,"Rx_NE_NoLo_NESRD_NOD_x_M70_74 -- Male, age 70 - 74, not concurrently ESRD, not originally disabled",0.599
Rx_NE_NoLo_NESRD_NOD_x_M75_79,"Rx_NE_NoLo_NESRD_NOD_x_M75_79 -- Male, age 75 - 79, not concurrently ESRD, not originally disabled",0.706
Rx_NE_NoLo_NESRD_NOD_x_M80_84,"Rx_NE_NoLo_NESRD_NOD_x_M80_84 -- Male, age 80 - 84, not concurrently ESRD, not originally disabled",0.706
Rx_NE_NoLo_NESRD_NOD_x_M85_89,"Rx_NE_NoLo_NESRD_NOD_x_M85_89 -- Male, age 85 - 89, not concurrently ESRD, not originally disabled",0.858
Rx_NE_NoLo_NESRD_NOD_x_M90_94,"Rx_NE_NoLo_NESRD_NOD_x_M90_94 -- Male, age 90 - 94, not concurrently ESRD, not originally disabled",0.858
Rx_NE_NoLo_NESRD_NOD_x_M95_GT,"Rx_NE_NoLo_NESRD_NOD_x_M95_GT -- Male, age 95 -, not concurrently ESRD, not originally disabled",0.858
Rx_NE_NoLo_ESRD_NOD_x_F0_34,"Rx_NE_NoLo_ESRD_NOD_x_F0_34 -- Female, age 0 - 34, concurrently ESRD, not originally disabled",1.693
Rx_NE_NoLo_ESRD_NOD_x_F35_44,"Rx_NE_NoLo_ESRD_NOD_x_F35_44 -- Female, age 35 - 44, concurrently ESRD, not originally disabled",1.693
Rx_NE_NoLo_ESRD_NOD_x_F45_54,"Rx_NE_NoLo_ESRD_NOD_x_F45_54 -- Female, age 45 - 54, concurrently ESRD, not originally disabled",1.306
Rx_NE_NoLo_ESRD_NOD_x_F55_59,"Rx_NE_NoLo_ESRD_NOD_x_F55_59 -- Female, age 55 - 59, concurrently ESRD, not originally disabled",1.306
Rx_NE_NoLo_ESRD_NOD_x_F60_64,"Rx_NE_NoLo_ESRD_NOD_x_F60_64 -- Female, age 60 - 64, concurrently ESRD, not originally disabled",1.306
Rx_NE_NoLo_ESRD_NOD_x_F65,"Rx_NE_NoLo_ESRD_NOD_x_F65 -- Female, age 65, concurrently ESRD, not originally disabled",1.019
Rx_NE_NoLo_ESRD_NOD_x_F66,"Rx_NE_NoLo_ESRD_NOD_x_F66 -- Female, age 66, concurrently ESRD, not originally disabled",1.019
Rx_NE_NoLo_ESRD_NOD_x_F67,"Rx_NE_NoLo_ESRD_NOD_x_F67 -- Female, age 67, concurrently ESRD, not originally disabled",1.019
Rx_NE_NoLo_ESRD_NOD_x_F68,"Rx_NE_NoLo_ESRD_NOD_x_F68 -- Female, age 68, concurrently ESRD, not originally disabled",1.019
Rx_NE_NoLo_ESRD_NOD_x_F69,"Rx_NE_NoLo_ESRD_NOD_x_F69 -- Female, age 69, concurrently ESRD, not originally disabled",1.019
Rx_NE_NoLo_ESRD_NOD_x_F70_74,"Rx_NE_NoLo_ESRD_NOD_x_F70_74 -- Female, age 70 - 74, concurrently ESRD, not originally disabled",1.019
Rx_NE_NoLo_ESRD_NOD_x_F75_79,"Rx_NE_NoLo_ESRD_NOD_x_F75_79 -- Female, age 75 - 79, concurrently ESRD, not originally disabled",1.019
Rx_NE_NoLo_ESRD_NOD_x_F80_84,"Rx_NE_NoLo_ESRD_NOD_x_F80_84 -- Female, age 80 - 84, concurrently ESRD, not originally disabled",1.019
Rx_NE_NoLo_ESRD_NOD_x_F85_89,"Rx_NE_NoLo_ESRD_NOD_x_F85_89 -- Female, age 85 - 89, concurrently ESRD, not originally disabled",1.019
Rx_NE_NoLo_ESRD_NOD_x_F90_94,"Rx_NE_NoLo_ESRD_NOD_x_F90_94 -- Female, age 90 - 94, concurrently ESRD, not originally disabled",1.019
Rx_NE_NoLo_ESRD_NOD_x_F95_GT,"Rx_NE_NoLo_ESRD_NOD_x_F95_GT -- Female, age 95 -, concurrently ESRD, not originally disabled",1.019
Rx_NE_NoLo_ESRD_NOD_x_M0_34,"Rx_NE_NoLo_ESRD_NOD_x_M0_34 -- Male, age 0 - 34, concurrently ESRD, not originally disabled",1.069
Rx_NE_NoLo_ESRD_NOD_x_M35_44,"Rx_NE_NoLo_ESRD_NOD_x_M35_44 -- Male, age 35 - 44, concurrently ESRD, not originally disabled",1.069
Rx_NE_NoLo_ESRD_NOD_x_M45_54,"Rx_NE_NoLo_ESRD_NOD_x_M45_54 -- Male, age 45 - 54, concurrently ESRD, not originally disabled",1.251
Rx_NE_NoLo_ESRD_NOD_x_M55_59,"Rx_NE_NoLo_ESRD_NOD_x_M55_59 -- Male, age 55 - 59, concurrently ESRD, not originally disabled",1.251
Rx_NE_NoLo_ESRD_NOD_x_M60_64,"Rx_NE_NoLo_ESRD_NOD_x_M60_64 -- Male, age 60 - 64, concurrently ESRD, not originally disabled",1.251
Rx_NE_NoLo_ESRD_NOD_x_M65,"Rx_NE_NoLo_ESRD_NOD_x_M65 -- Male, age 65, concurrently ESRD, not originally disabled",1.269
Rx_NE_NoLo_ESRD_NOD_x_M66,"Rx_NE_NoLo_ESRD_NOD_x_M66 -- Male, age 66, concurrently ESRD, not originally disabled",1.269
Rx_NE_NoLo_ESRD_NOD_x_M67,"Rx_NE_NoLo_ESRD_NOD_x_M67 -- Male, age 67, concurrently ESRD, not originally disabled",1.269
Rx_NE_NoLo_ESRD_NOD_x_M68,"Rx_NE_NoLo_ESRD_NOD_x_M68 -- Male, age 68, concurrently ESRD, not originally disabled",1.269
Rx_NE_NoLo_ESRD_NOD_x_M69,"Rx_NE_NoLo_ESRD_NOD_x_M69 -- Male, age 69, concurrently ESRD, not originally disabled",1.269
Rx_NE_NoLo_ESRD_NOD_x_M70_74,"Rx_NE_NoLo_ESRD_NOD_x_M70_74 -- Male, age 70 - 74, concurrently ESRD, not originally disabled",1.269
Rx_NE_NoLo_ESRD_NOD_x_M75_79,"Rx_NE_NoLo_ESRD_NOD_x_M75_79 -- Male, age 75 - 79, concurrently ESRD, not originally disabled",1.269
Rx_NE_NoLo_ESRD_NOD_x_M80_84,"Rx_NE_NoLo_ESRD_NOD_x_M80_84 -- Male, age 80 - 84, concurrently ESRD, not originally disabled",1.269
Rx_NE_NoLo_ESRD_NOD_x_M85_89,"Rx_NE_NoLo_ESRD_NOD_x_M85_89 -- Male, age 85 - 89, concurrently ESRD, not originally disabled",1.269
Rx_NE_NoLo_ESRD_NOD_x_M90_94,"Rx_NE_NoLo_ESRD_NOD_x_M90_94 -- Male, age 90 - 94, concurrently ESRD, not originally disabled",1.269
Rx_NE_NoLo_ESRD_NOD_x_M95_GT,"Rx_NE_NoLo_ESRD_NOD_x_M95_GT -- Male, age 95 -, concurrently ESRD, not originally disabled",1.269
Rx_NE_NoLo_NESRD_OD_x_F65,"Rx_NE_NoLo_NESRD_OD_x_F65 -- Female, age 65, not concurrently ESRD, originally disabled",1.03
Rx_NE_NoLo_NESRD_OD_x_F66,"Rx_NE_NoLo_NESRD_OD_x_F66 -- Female, age 66, not concurrently ESRD, originally disabled",0.991
Rx_NE_NoLo_NESRD_OD_x_F67,"Rx_NE_NoLo_NESRD_OD_x_F67 -- Female, age 67, not concurrently ESRD, originally disabled",0.842
Rx_NE_NoLo_NESRD_OD_x_F68,"Rx_NE_NoLo_NESRD_OD_x_F68 -- Female, age 68, not concurrently ESRD, originally disabled",0.879
Rx_NE_NoLo_NESRD_OD_x_F69,"Rx_NE_NoLo_NESRD_OD_x_F69 -- Female, age 69, not concurrently ESRD, originally disabled",0.921
Rx_NE_NoLo_NESRD_OD_x_F70_74,"Rx_NE_NoLo_NESRD_OD_x_F70_74 -- Female, age 70 - 74, not concurrently ESRD, originally disabled",1.005
Rx_NE_NoLo_NESRD_OD_x_F75_79,"Rx_NE_NoLo_NESRD_OD_x_F75_79 -- Female, age 75 - 79, not concurrently ESRD, originally disabled",0.845
Rx_NE_NoLo_NESRD_OD_x_F80_84,"Rx_NE_NoLo_NESRD_OD_x_F80_84 -- Female, age 80 - 84, not concurrently ESRD, originally disabled",0.65
Rx_NE_NoLo_NESRD_OD_x_F85_89,"Rx_NE_NoLo_NESRD_OD_x_F85_89 -- Female, age 85 - 89, not concurrently ESRD, originally disabled",0.42
Rx_NE_NoLo_NESRD_OD_x_F90_94,"Rx_NE_NoLo_NESRD_OD_x_F90_94 -- Female, age 90 - 94, not concurrently ESRD, originally disabled",0.249
Rx_NE_NoLo_NESRD_OD_x_F95_GT,"Rx_NE_NoLo_NESRD_OD_x_F95_GT -- Female, age 95 -, not concurrently ESRD, originally disabled",0.249
Rx_NE_NoLo_NESRD_OD_x_M65,"Rx_NE_NoLo_NESRD_OD_x_M65 -- Male, age 65, not concurrently ESRD, originally disabled",1.061
Rx_NE_NoLo_NESRD_OD_x_M66,"Rx_NE_NoLo_NESRD_OD_x_M66 -- Male, age 66, not concurrently ESRD, originally disabled",1.145
Rx_NE_NoLo_NESRD_OD_x_M67,"Rx_NE_NoLo_NESRD_OD_x_M67 -- Male, age 67, not concurrently ESRD, originally disabled",1.145
Rx_NE_NoLo_NESRD_OD_x_M68,"Rx_NE_NoLo_NESRD_OD_x_M68 -- Male, age 68, not concurrently ESRD, originally disabled",1.049
Rx_NE_NoLo_NESRD_OD_x_M69,"Rx_NE_NoLo_NESRD_OD_x_M69 -- Male, age 69, not concurrently ESRD, originally disabled",1.012
Rx_NE_NoLo_NESRD_OD_x_M70_74,"Rx_NE_NoLo_NESRD_OD_x_M70_74 -- Male, age 70 - 74, not concurrently ESRD, originally disabled",0.889
Rx_NE_NoLo_NESRD_OD_x_M75_79,"Rx_NE_NoLo_NESRD_OD_x_M75_79 -- Male, age 75 - 79, not concurrently ESRD, originally disabled",0.706
Rx_NE_NoLo_NESRD_OD_x_M80_84,"Rx_NE_NoLo_NESRD_OD_x_M80_84 -- Male, age 80 - 84, not concurrently ESRD, originally disabled",0.706
Rx_NE_NoLo_NESRD_OD_x_M85_89,"Rx_NE_NoLo_NESRD_OD_x_M85_89 -- Male, age 85 - 89, not concurrently ESRD, originally disabled",0.858
Rx_NE_NoLo_NESRD_OD_x_M90_94,"Rx_NE_NoLo_NESRD_OD_x_M90_94 -- Male, age 90 - 94, not concurrently ESRD, originally disabled",0.858
Rx_NE_NoLo_NESRD_OD_x_M95_GT,"Rx_NE_NoLo_NESRD_OD_x_M95_GT -- Male, age 95 -, not concurrently ESRD, originally disabled",0.858
Rx_NE_NoLo_ESRD_OD_x_F65,"Rx_NE_NoLo_ESRD_OD_x_F65 -- Female, age 65, concurrently ESRD, originally disabled",1.019
Rx_NE_NoLo_ESRD_OD_x_F66,"Rx_NE_NoLo_ESRD_OD_x_F66 -- Female, age 66, concurrently ESRD, originally disabled",1.019
Rx_NE_NoLo_ESRD_OD_x_F67,"Rx_NE_NoLo_ESRD_OD_x_F67 -- Female, age 67, concurrently ESRD, originally disabled",1.019
Rx_NE_NoLo_ESRD_OD_x_F68,"Rx_NE_NoLo_ESRD_OD_x_F68 -- Female, age 68, concurrently ESRD, originally disabled",1.019
Rx_NE_NoLo_ESRD_OD_x_F69,"Rx_NE_NoLo_ESRD_OD_x_F69 -- Female, age 69, concurrently ESRD, originally disabled",1.019
Rx_NE_NoLo_ESRD_OD_x_F70_74,"Rx_NE_NoLo_ESRD_OD_x_F70_74 -- Female, age 70 - 74, concurrently ESRD, originally disabled",1.019
Rx_NE_NoLo_ESRD_OD_x_F75_79,"Rx_NE_NoLo_ESRD_OD_x_F75_79 -- Female, age 75 - 79, concurrently ESRD, originally disabled",1.019
Rx_NE_NoLo_ESRD_OD_x_F80_84,"Rx_NE_NoLo_ESRD_OD_x_F80_84 -- Female, age 80 - 84, concurrently ESRD, originally disabled",1.019
Rx_NE_NoLo_ESRD_OD_x_F85_89,"Rx_NE_NoLo_ESRD_OD_x_F85_89 -- Female, age 85 - 89, concurrently ESRD, originally disabled",1.019
Rx_NE_NoLo_ESRD_OD_x_F90_94,"Rx_NE_NoLo_ESRD_OD_x_F90_94 -- Female, age 90 - 94, concurrently ESRD, originally disabled",1.019
Rx_NE_NoLo_ESRD_OD_x_F95_GT,"Rx_NE_NoLo_ESRD_OD_x_F95_GT -- Female, age 95 -, concurrently ESRD, originally disabled",1.019
Rx_NE_NoLo_ESRD_OD_x_M65,"Rx_NE_NoLo_ESRD_OD_x_M65 -- Male, age 65, concurrently ESRD, originally disabled",1.269
Rx_NE_NoLo_ESRD_OD_x_M66,"Rx_NE_NoLo_ESRD_OD_x_M66 -- Male, age 66, concurrently ESRD, originally disabled",1.269
Rx_NE_NoLo_ESRD_OD_x_M67,"Rx_NE_NoLo_ESRD_OD_x_M67 -- Male, age 67, concurrently ESRD, originally disabled",1.269
Rx_NE_NoLo_ESRD_OD_x_M68,"Rx_NE_NoLo_ESRD_OD_x_M68 -- Male, age 68, concurrently ESRD, originally disabled",1.269
Rx_NE_NoLo_ESRD_OD_x_M69,"Rx_NE_NoLo_ESRD_OD_x_M69 -- Male, age 69, concurrently ESRD, originally disabled",1.269
Rx_NE_NoLo_ESRD_OD_x_M70_74,"Rx_NE_NoLo_ESRD_OD_x_M70_74 -- Male, age 70 - 74, concurrently ESRD, originally disabled",1.269
Rx_NE_NoLo_ESRD_OD_x_M75_79,"Rx_NE_NoLo_ESRD_OD_x_M75_79 -- Male, age 75 - 79, concurrently ESRD, originally disabled",1.269
Rx_NE_NoLo_ESRD_OD_x_M80_84,"Rx_NE_NoLo_ESRD_OD_x_M80_84 -- Male, age 80 - 84, concurrently ESRD, originally disabled",1.269
Rx_NE_NoLo_ESRD_OD_x_M85_89,"Rx_NE_NoLo_ESRD_OD_x_M85_89 -- Male, age 85 - 89, concurrently ESRD, originally disabled",1.269
Rx_NE_NoLo_ESRD_OD_x_M90_94,"Rx_NE_NoLo_ESRD_OD_x_M90_94 -- Male, age 90 - 94, concurrently ESRD, originally disabled",1.269
Rx_NE_NoLo_ESRD_OD_x_M95_GT,"Rx_NE_NoLo_ESRD_OD_x_M95_GT -- Male, age 95 -, concurrently ESRD, originally disabled",1.269
Rx_NE_Lo_NESRD_NOD_x_F0_34,"Rx_NE_Lo_NESRD_NOD_x_F0_34 -- Female, age 0 - 34, not concurrently ESRD, not originally disabled",2.835
Rx_NE_Lo_NESRD_NOD_x_F35_44,"Rx_NE_Lo_NESRD_NOD_x_F35_44 -- Female, age 35 - 44, not concurrently ESRD, not originally disabled",2.835
